;VARIANZAS;RANGOS;SMAS;PROMEDIOS;SILIBANCIAS;ESTERTORES
510;;;;;;
511;3.05E-05;0.07247;0.025038;8.86E-08;0;0
512;2.58E-05;0.06178;0.019831;7.60E-08;0;0
513;4.64E-05;0.08059;0.021982;1.34E-07;0;0
514;2.85E-05;0.07868;0.020619;8.47E-08;0;0
515;1.38E-05;0.06313;0.014926;3.98E-08;0;0
516;2.90E-05;0.06655;0.022474;8.56E-08;0;0
517;4.58E-05;0.08151;0.019768;1.35E-07;0;0
518;6.63E-05;0.0831;0.023148;1.96E-07;0;0
519;5.82E-05;0.07946;0.019944;1.70E-07;0;0
520;0.00012104;0.08845;0.022568;3.47E-07;0;0
521;8.82E-05;0.0792;0.025875;2.61E-07;0;0
522;7.53E-05;0.08519;0.025013;2.16E-07;0;0
523;3.99E-05;0.07318;0.022206;1.12E-07;0;0
524;4.95E-05;0.06932;0.014572;1.42E-07;0;0
525;0.000127571;0.08585;0.017106;3.74E-07;0;0
526;3.93E-05;0.08009;0.019987;1.12E-07;0;0
527;;;;;;
528;4.22E-06;0.02032;0.00358;1.24E-08;0;0
529;4.25E-06;0.02209;0.003443;1.24E-08;0;0
530;5.86E-06;0.02448;0.003459;1.73E-08;0;0
531;4.98E-06;0.02331;0.002818;1.50E-08;0;0
532;4.56E-06;0.02057;0.00296;1.35E-08;0;0
533;5.09E-06;0.02194;0.003176;1.50E-08;0;0
534;5.57E-06;0.02551;0.003239;1.66E-08;0;0
535;7.50E-06;0.02349;0.003007;2.21E-08;0;0
536;;;;;;
537;9.29E-07;0.01081;0.001624;2.72E-09;0;0
538;7.77E-06;0.02712;0.002861;2.30E-08;0;0
539;6.29E-06;0.0246;0.002811;1.87E-08;0;0
540;8.33E-06;0.02618;0.002774;2.49E-08;0;0
541;9.10E-06;0.02664;0.002711;2.67E-08;0;0
542;9.37E-06;0.0282;0.002959;2.75E-08;0;0
543;7.83E-06;0.02556;0.003231;2.29E-08;0;0
544;7.52E-06;0.02719;0.00233;2.20E-08;0;0
545;1.26E-05;0.02683;0.002717;3.72E-08;0;0
546;;;;;;
547;9.47E-05;0.10377;0.035119;2.78E-07;0;0
548;8.26E-05;0.1061;0.038378;2.39E-07;0;0
549;9.29E-05;0.11604;0.033892;2.74E-07;0;0
550;4.12E-05;0.091;0.028904;1.21E-07;0;0
551;4.18E-05;0.09057;0.026919;1.23E-07;0;0
552;7.82E-05;0.11197;0.033452;2.30E-07;0;0
553;8.70E-05;0.12417;0.035135;2.55E-07;0;0
554;0.000114218;0.10467;0.025055;3.37E-07;0;0
555;8.57E-05;0.08725;0.022308;2.51E-07;1;0
556;0.000200415;0.12626;0.030048;5.92E-07;0;0
557;0.000148112;0.14883;0.028655;4.32E-07;0;0
558;8.13E-05;0.09694;0.018486;2.37E-07;0;0
559;9.99E-05;0.09673;0.015188;2.96E-07;0;0
560;8.47E-05;0.09532;0.016941;2.44E-07;0;0
561;0.000179128;0.11598;0.021704;5.32E-07;0;0
562;0.000180648;0.11815;0.024504;5.26E-07;0;0
563;0.000196553;0.12155;0.030134;5.67E-07;0;0
564;;;;;;
565;8.29E-05;0.10773;0.022005;2.38E-07;1;1
566;5.10E-05;0.07868;0.016957;1.51E-07;1;0
567;5.92E-05;0.08035;0.013874;1.75E-07;1;1
568;8.57E-05;0.10877;0.022652;2.48E-07;1;0
569;7.45E-05;0.0896;0.024215;2.20E-07;1;0
570;5.50E-05;0.07419;0.021117;1.63E-07;0;0
571;7.05E-05;0.09623;0.024108;2.05E-07;0;1
572;6.28E-05;0.06956;0.015964;1.88E-07;0;1
573;7.93E-05;0.08907;0.022736;2.33E-07;0;1
574;7.37E-05;0.08084;0.024681;2.20E-07;0;1
575;8.17E-05;0.08594;0.023293;2.46E-07;0;1
576;9.96E-05;0.08662;0.01893;2.91E-07;0;1
577;;;;;;
578;9.14E-07;0.01075;0.002641;2.60E-09;0;0
579;5.44E-07;0.00663;0.002008;1.63E-09;0;0
580;1.34E-06;0.01251;0.003197;3.96E-09;0;0
581;1.06E-06;0.01005;0.002553;3.09E-09;0;1
582;1.05E-06;0.011;0.002934;3.02E-09;0;1
583;1.07E-06;0.01079;0.003071;3.10E-09;0;1
584;1.27E-06;0.01057;0.002611;3.61E-09;0;0
585;1.13E-06;0.00973;0.002483;3.21E-09;0;1
586;1.26E-06;0.00957;0.002689;3.60E-09;0;1
587;2.16E-06;0.00998;0.002586;6.41E-09;0;0
588;;;;;;
589;1.46E-05;0.06705;0.015015;4.30E-08;1;0
590;1.42E-05;0.03542;0.005206;4.08E-08;0;0
591;5.97E-05;0.07416;0.014841;1.75E-07;1;1
592;6.03E-05;0.0707;0.017601;1.75E-07;1;1
593;4.98E-05;0.07069;0.01892;1.44E-07;1;1
594;7.82E-05;0.0717;0.025062;2.32E-07;1;1
595;6.39E-05;0.06008;0.021949;1.88E-07;0;1
596;5.93E-05;0.06327;0.019232;1.75E-07;0;1
597;4.80E-05;0.05303;0.013907;1.39E-07;0;1
598;;;;;;
599;5.07E-06;0.02863;0.005884;1.48E-08;0;0
600;5.65E-05;0.06094;0.016775;1.69E-07;0;1
601;5.44E-05;0.06113;0.015193;1.61E-07;0;1
602;4.11E-05;0.0581;0.015607;1.23E-07;0;1
603;4.18E-05;0.0563;0.015192;1.20E-07;0;1
604;4.02E-05;0.05285;0.014398;1.19E-07;0;1
605;3.78E-05;0.05687;0.015308;1.09E-07;0;1
606;3.31E-05;0.05133;0.014718;9.61E-08;0;1
607;3.69E-05;0.05488;0.015058;1.06E-07;0;1
608;;;;;;
609;5.16E-06;0.02315;0.006034;1.65E-08;0;0
610;3.69E-06;0.02597;0.006156;1.06E-08;0;0
611;5.75E-06;0.02383;0.007852;1.66E-08;0;0
612;4.14E-06;0.0206;0.004781;1.18E-08;0;0
613;4.25E-06;0.02037;0.004399;1.24E-08;0;0
614;5.79E-06;0.02274;0.006618;1.72E-08;0;0
615;9.21E-06;0.03211;0.009327;2.67E-08;0;0
616;;;;;;
617;1.70E-06;0.01513;0.004081;5.16E-09;0;0
618;2.62E-06;0.0153;0.003904;7.87E-09;0;0
619;1.91E-06;0.01377;0.003021;5.70E-09;0;0
620;2.00E-06;0.01735;0.002758;6.32E-09;0;0
621;2.38E-06;0.01487;0.003623;7.24E-09;0;0
622;1.62E-06;0.01451;0.003585;4.80E-09;0;0
623;3.12E-06;0.01597;0.004111;8.99E-09;0;0
624;3.12E-06;0.01928;0.005158;9.19E-09;0;0
625;;;;;;
626;2.54E-05;0.04628;0.013244;7.27E-08;0;0
627;2.88E-05;0.04757;0.013967;8.79E-08;0;0
628;3.50E-05;0.05874;0.012778;1.03E-07;0;0
629;2.38E-05;0.05421;0.015936;7.02E-08;0;0
630;3.73E-05;0.04685;0.015893;1.13E-07;0;0
631;2.79E-05;0.04935;0.011214;8.24E-08;0;0
632;1.85E-05;0.05103;0.016138;5.41E-08;0;0
633;3.07E-05;0.04587;0.012594;8.74E-08;0;0
634;2.81E-05;0.0422;0.011566;8.53E-08;0;0
635;2.39E-05;0.05751;0.014131;6.99E-08;0;0
636;2.30E-05;0.05423;0.014572;6.77E-08;0;0
637;;;;;;
638;7.07E-06;0.03851;0.010732;2.12E-08;0;0
639;1.35E-05;0.0417;0.010215;3.86E-08;0;0
640;1.31E-05;0.0382;0.009235;3.81E-08;0;0
641;1.70E-05;0.03827;0.011572;4.98E-08;0;0
642;1.46E-05;0.03745;0.010265;4.33E-08;0;0
643;1.36E-05;0.03834;0.010405;4.01E-08;0;0
644;1.39E-05;0.04119;0.011409;4.10E-08;0;0
645;;;;;;
646;5.12E-06;0.02279;0.00552;1.56E-08;0;0
647;4.48E-06;0.02682;0.008659;1.34E-08;0;0
648;8.52E-06;0.02817;0.007901;2.54E-08;0;0
649;2.60E-06;0.01965;0.005101;7.43E-09;0;0
650;7.39E-06;0.03084;0.007939;2.14E-08;0;0
651;8.17E-06;0.02512;0.008269;2.41E-08;0;0
652;5.88E-06;0.02294;0.007714;1.73E-08;0;0
653;5.81E-06;0.02868;0.007375;1.75E-08;0;0
654;;;;;;
655;1.54E-06;0.01839;0.005805;4.58E-09;0;0
656;2.82E-06;0.02073;0.005341;8.53E-09;0;0
657;1.89E-06;0.01589;0.004087;5.69E-09;0;0
658;2.06E-06;0.01971;0.005593;6.04E-09;0;0
659;2.83E-06;0.01677;0.004649;8.39E-09;0;0
660;1.44E-06;0.01424;0.00404;4.18E-09;0;0
661;4.05E-06;0.01975;0.005525;1.18E-08;0;0
662;2.27E-06;0.01578;0.004904;6.77E-09;0;0
663;2.61E-06;0.01791;0.005549;7.65E-09;0;0
664;;;;;;
665;0.001497426;0.35094;0.068518;4.45E-06;0;1
666;0.001367479;0.33661;0.08986;4.05E-06;1;1
667;0.001526328;0.34046;0.089085;4.52E-06;1;1
668;0.001305904;0.34099;0.109528;3.84E-06;1;1
669;0.000515864;0.24893;0.068771;1.55E-06;1;0
670;0.000777347;0.31951;0.08411;2.30E-06;1;1
671;0.000810477;0.20064;0.049844;2.43E-06;1;0
672;;;;;;
673;0.002727496;0.48463;0.105266;8.13E-06;0;1
674;0.002913028;0.55614;0.088964;8.59E-06;1;1
675;0.002643395;0.51503;0.087955;7.87E-06;1;1
676;0.003582703;0.54435;0.08674;1.07E-05;1;1
677;0.00141423;0.46596;0.077108;4.18E-06;1;0
678;0.001864228;0.52653;0.06473;5.43E-06;1;1
679;0.001677574;0.33694;0.076282;5.12E-06;0;0
680;;;;;;
681;8.74E-05;0.08299;0.016995;2.58E-07;1;1
682;9.53E-05;0.08724;0.023963;2.81E-07;1;1
683;0.000105143;0.07969;0.023251;3.09E-07;1;1
684;0.000107177;0.08479;0.029754;3.18E-07;1;1
685;3.24E-05;0.05653;0.015222;9.45E-08;1;0
686;5.05E-05;0.07217;0.016663;1.50E-07;1;1
687;7.47E-05;0.0686;0.018503;2.27E-07;1;0
688;;;;;;
689;0.00372953;0.5049;0.131791;1.10E-05;1;1
690;0.003817675;0.51171;0.171431;1.14E-05;1;1
691;0.00385712;0.54754;0.1591;1.14E-05;1;1
692;0.004886909;0.50256;0.163588;1.47E-05;1;1
693;0.001477873;0.44435;0.15633;4.37E-06;1;0
694;0.00174205;0.4859;0.126347;5.15E-06;1;1
695;0.001838362;0.3764;0.089851;5.45E-06;1;0
696;;;;;;
697;0.000439199;0.16731;0.04197;1.28E-06;0;1
698;0.000463019;0.1715;0.046405;1.37E-06;1;1
699;0.000419588;0.166;0.0488;1.25E-06;1;1
700;0.000427512;0.17462;0.049181;1.28E-06;1;1
701;0.00011498;0.12781;0.028429;3.32E-07;1;0
702;0.00017906;0.12722;0.032546;5.25E-07;1;1
703;0.00026609;0.11456;0.027509;7.87E-07;1;0
704;;;;;;
705;2.21E-05;0.03989;0.01386;4.69E-08;0;0
706;3.00E-05;0.04702;0.00869;7.68E-08;0;0
707;2.10E-05;0.03674;0.002115;6.04E-08;0;0
708;2.10E-05;0.0409;-0.001031;6.34E-08;0;0
709;1.85E-05;0.03713;-0.00146;5.77E-08;0;0
710;1.31E-05;0.03304;-7.10E-05;3.93E-08;0;0
711;1.69E-05;0.03643;-0.000495;5.08E-08;0;0
712;1.36E-05;0.04154;0.004048;3.67E-08;0;0
713;1.68E-05;0.04141;0.009311;4.55E-08;0;0
714;1.43E-05;0.0375;0.01123;3.68E-08;0;0
715;1.21E-05;0.0347;0.015997;3.55E-08;0;0
716;1.78E-05;0.04114;0.016443;5.11E-08;0;0
717;2.06E-05;0.03393;0.011431;6.18E-08;0;1
718;3.49E-05;0.04947;0.014695;1.04E-07;0;0
719;3.26E-05;0.04116;0.015695;9.62E-08;0;0
720;3.00E-05;0.04034;0.013571;8.72E-08;0;0
721;2.20E-05;0.03967;0.011115;6.27E-08;0;0
722;1.85E-05;0.03938;0.011905;5.55E-08;0;0
723;1.15E-05;0.02773;0.009306;3.44E-08;0;0
724;1.74E-05;0.03464;0.006036;5.16E-08;0;0
725;1.64E-05;0.03928;0.008173;4.31E-08;0;0
726;2.53E-05;0.03975;0.009807;7.89E-08;0;0
727;2.05E-05;0.03624;0.006441;5.69E-08;0;0
728;2.47E-05;0.03156;0.004826;7.90E-08;0;0
729;;;;;;
730;4.44E-06;0.02157;0.005253;1.27E-08;0;0
731;4.45E-06;0.02466;0.005377;1.16E-08;0;1
732;5.23E-06;0.02273;0.005928;1.51E-08;0;1
733;6.59E-06;0.0219;0.00511;1.95E-08;0;0
734;;;;;;
735;3.29E-06;0.0195;0.004137;9.57E-09;0;0
736;3.74E-06;0.02014;0.002845;1.08E-08;0;0
737;4.11E-06;0.01996;0.004127;1.01E-08;0;0
738;6.86E-06;0.02098;0.00335;2.00E-08;0;0
739;;;;;;
740;1.08E-06;0.00782;0.001227;3.13E-09;0;0
741;6.82E-07;0.00774;0.001363;1.85E-09;0;0
742;3.89E-07;0.00672;0.001228;1.13E-09;0;0
743;3.93E-07;0.00652;0.001439;1.15E-09;0;0
744;4.61E-07;0.0079;0.001341;1.35E-09;0;0
745;3.81E-07;0.00662;0.001253;1.13E-09;0;0
746;2.16E-07;0.00361;0.000636;6.40E-10;0;0
747;;;;;;
748;5.93E-07;0.0079;0.001353;1.74E-09;0;1
749;5.20E-07;0.00777;0.001291;1.53E-09;0;1
750;5.65E-07;0.00847;0.001425;1.67E-09;0;1
751;6.65E-07;0.01034;0.001816;1.94E-09;0;1
752;6.14E-07;0.00835;0.00118;1.81E-09;0;1
753;;;;;;
754;3.38E-05;0.08464;0.015898;9.94E-08;0;0
755;7.81E-05;0.09663;0.017489;2.35E-07;0;1
756;6.39E-05;0.07281;0.014787;1.93E-07;0;1
757;8.56E-05;0.09122;0.021702;2.55E-07;0;1
758;8.46E-05;0.1037;0.016135;2.55E-07;0;1
759;8.80E-05;0.0928;0.020816;2.70E-07;0;1
760;6.36E-05;0.08462;0.017948;1.90E-07;0;1
761;8.13E-05;0.08637;0.015495;2.41E-07;0;1
762;0.000148995;0.13371;0.022952;4.35E-07;0;0
763;;;;;;
764;9.35E-05;0.10905;0.02698;2.84E-07;0;1
765;8.98E-05;0.10387;0.024657;2.70E-07;0;1
766;5.56E-05;0.08243;0.015526;1.70E-07;0;1
767;6.37E-05;0.09697;0.021267;2.00E-07;0;1
768;9.60E-05;0.09627;0.020282;2.90E-07;0;1
769;7.30E-05;0.10814;0.018379;2.24E-07;0;1
770;4.32E-05;0.09388;0.025755;1.30E-07;0;1
771;7.47E-05;0.10801;0.017944;2.26E-07;0;1
772;0.000158368;0.12365;0.030746;4.68E-07;0;0
773;;;;;;
774;3.71E-05;0.05808;0.014685;1.09E-07;0;0
775;3.68E-05;0.05071;0.01353;1.17E-07;0;1
776;4.05E-05;0.05544;0.015008;1.20E-07;0;0
777;3.63E-05;0.05872;0.01091;1.12E-07;0;1
778;4.06E-05;0.0589;0.014694;1.19E-07;0;0
779;;;;;;
780;6.15E-05;0.07173;0.019397;1.89E-07;0;1
781;7.69E-05;0.06769;0.016953;2.28E-07;0;1
782;8.33E-05;0.07135;0.015713;2.55E-07;0;1
783;6.94E-05;0.06091;0.017714;2.12E-07;0;1
784;6.43E-05;0.06615;0.014823;1.90E-07;0;1
785;2.14E-05;0.05951;0.012799;6.21E-08;0;0
786;6.52E-05;0.07918;0.017966;1.95E-07;0;0
787;;;;;;
788;0.000172992;0.15707;0.039812;5.26E-07;0;0
789;0.00029593;0.17871;0.053262;9.08E-07;0;0
790;0.000219316;0.18979;0.049887;6.74E-07;0;0
791;0.000207336;0.17447;0.049968;6.33E-07;0;0
792;0.000922991;0.2234;0.053972;2.69E-06;0;0
793;;;;;;
794;0.000147345;0.14217;0.023939;4.43E-07;0;0
795;0.000137439;0.11359;0.020907;4.16E-07;0;1
796;0.0001646;0.12973;0.032641;5.04E-07;0;1
797;9.43E-05;0.11771;0.028088;2.78E-07;0;1
798;0.000354964;0.15658;0.033809;1.04E-06;0;0
799;;;;;;
800;3.40E-07;0.00614;0.001758;8.20E-10;0;0
801;6.45E-07;0.00882;0.001808;1.95E-09;0;0
802;7.56E-07;0.00766;0.002164;2.20E-09;0;0
803;7.26E-07;0.00731;0.001776;2.05E-09;0;0
804;6.58E-07;0.00838;0.002548;1.93E-09;0;0
805;6.02E-07;0.00811;0.002419;1.75E-09;0;0
806;6.38E-07;0.00662;0.001781;1.86E-09;0;0
807;5.64E-07;0.00734;0.001858;1.63E-09;0;0
808;8.81E-07;0.00719;0.00109;2.59E-09;0;0
809;;;;;;
810;8.01E-05;0.07102;0.019494;2.33E-07;0;0
811;7.01E-05;0.06651;0.013426;2.02E-07;0;0
812;6.50E-05;0.07002;0.017361;1.89E-07;0;0
813;7.50E-05;0.07298;0.017591;2.19E-07;0;0
814;8.60E-05;0.11247;0.030254;2.50E-07;0;0
815;9.98E-05;0.13193;0.03764;2.93E-07;0;0
816;0.000128731;0.14384;0.042607;3.82E-07;0;0
817;9.43E-05;0.11969;0.028092;2.76E-07;0;0
818;6.65E-05;0.08593;0.02205;1.94E-07;0;0
819;6.60E-05;0.08085;0.023348;1.92E-07;0;0
820;7.05E-05;0.07373;0.02252;2.06E-07;0;0
821;0.000155145;0.10799;0.031502;4.52E-07;0;0
822;8.32E-05;0.12567;0.032735;2.45E-07;0;0
823;9.03E-05;0.10318;0.027996;2.64E-07;0;0
824;9.44E-05;0.12327;0.035859;2.67E-07;0;0
825;0.000122867;0.13782;0.025268;3.56E-07;0;0
826;9.91E-05;0.11244;0.019805;2.89E-07;0;0
827;0.000116769;0.10322;0.027634;3.40E-07;0;0
828;0.000161441;0.12055;0.029088;4.48E-07;0;0
829;;;;;;
830;6.34E-05;0.07335;0.019159;1.89E-07;0;0
831;4.88E-05;0.08786;0.022385;1.43E-07;0;0
832;5.50E-05;0.08813;0.0221;1.64E-07;0;0
833;3.97E-05;0.07787;0.019124;1.16E-07;0;0
834;4.97E-05;0.07475;0.022927;1.47E-07;0;0
835;4.31E-05;0.06822;0.018;1.25E-07;0;0
836;4.77E-05;0.06099;0.015836;1.41E-07;0;0
837;3.85E-05;0.06936;0.019972;1.11E-07;0;0
838;3.98E-05;0.06521;0.019983;1.17E-07;0;0
839;4.08E-05;0.0727;0.020454;1.20E-07;0;0
840;4.10E-05;0.05956;0.01615;1.21E-07;0;0
841;4.56E-05;0.07139;0.021836;1.35E-07;0;0
842;6.15E-05;0.08014;0.021415;1.79E-07;0;0
843;4.51E-05;0.05676;0.015049;1.33E-07;0;0
844;5.09E-05;0.09212;0.022798;1.49E-07;0;0
845;3.43E-05;0.0514;0.010938;1.00E-07;0;0
846;4.51E-05;0.06485;0.017961;1.34E-07;0;0
847;6.95E-05;0.08513;0.027617;2.03E-07;0;0
848;0.00012455;0.12;0.025238;3.68E-07;0;0
849;0.000106714;0.11236;0.027864;3.14E-07;0;0
850;;;;;;
851;4.99E-05;0.07152;0.013851;1.44E-07;0;0
852;4.27E-05;0.06211;0.013504;1.24E-07;0;0
853;2.80E-05;0.04639;0.005395;8.24E-08;0;0
854;5.29E-05;0.07639;0.017758;1.52E-07;0;0
855;3.55E-05;0.06031;0.011561;1.02E-07;0;0
856;3.83E-05;0.07092;0.009629;1.14E-07;0;0
857;3.25E-05;0.05545;0.007069;9.59E-08;0;0
858;3.15E-05;0.04323;0.002825;9.16E-08;0;0
859;2.92E-05;0.04674;0.006136;8.63E-08;0;0
860;2.33E-05;0.04532;0.004101;6.79E-08;0;0
861;2.75E-05;0.0529;0.007596;8.01E-08;0;0
862;2.96E-05;0.05284;0.013783;8.59E-08;0;0
863;2.37E-05;0.03859;0.009101;6.87E-08;0;0
864;3.02E-05;0.06281;0.020857;8.67E-08;0;0
865;3.09E-05;0.05421;0.018685;8.71E-08;0;0
866;6.29E-05;0.07313;0.028518;1.85E-07;0;0
867;7.89E-05;0.08189;0.029135;2.32E-07;0;0
868;4.81E-05;0.07646;0.027234;1.41E-07;0;0
869;4.94E-05;0.08102;0.033446;1.43E-07;0;0
870;7.29E-05;0.07902;0.033098;2.01E-07;0;0
871;6.20E-05;0.06867;0.017793;1.67E-07;0;0
872;4.77E-05;0.07043;0.011583;1.33E-07;0;0
873;5.89E-05;0.07595;0.008514;1.72E-07;0;0
874;0.000123119;0.0952;0.017996;3.55E-07;0;0
875;9.76E-05;0.09371;0.020283;2.76E-07;0;0
876;9.00E-05;0.08114;0.023692;2.71E-07;0;0
877;9.45E-05;0.08491;0.028387;2.78E-07;0;0
878;9.03E-05;0.079;0.026774;2.65E-07;0;0
879;4.51E-05;0.07115;0.01686;1.19E-07;0;0
880;5.32E-05;0.09814;0.022318;1.47E-07;0;0
881;3.25E-05;0.064;0.006661;9.42E-08;0;0
882;8.19E-05;0.08572;0.011952;2.39E-07;0;0
883;9.57E-05;0.07837;0.017605;2.80E-07;0;0
884;;;;;;
885;2.91E-05;0.05415;0.017538;8.07E-08;0;0
886;4.59E-05;0.06988;0.0256;1.35E-07;0;0
887;4.30E-05;0.06698;0.023886;1.29E-07;0;0
888;3.46E-05;0.05018;0.016036;1.01E-07;0;0
889;4.14E-05;0.07247;0.018773;1.25E-07;0;0
890;3.99E-05;0.05912;0.015724;1.18E-07;0;0
891;3.47E-05;0.06665;0.019277;1.01E-07;0;0
892;3.66E-05;0.05393;0.012833;1.07E-07;0;0
893;2.95E-05;0.04765;0.010712;8.64E-08;0;0
894;2.95E-05;0.05066;0.010989;8.70E-08;0;0
895;3.77E-05;0.06296;0.013204;1.09E-07;0;0
896;2.93E-05;0.06033;0.012285;8.67E-08;0;0
897;5.88E-05;0.07678;0.018958;1.70E-07;0;0
898;7.50E-05;0.07755;0.0186;2.22E-07;0;0
899;7.96E-05;0.07821;0.016231;2.36E-07;0;0
900;4.43E-05;0.06514;0.012394;1.30E-07;1;0
901;3.70E-05;0.06089;0.011955;1.09E-07;1;0
902;2.82E-05;0.05515;0.008846;8.36E-08;1;0
903;5.52E-05;0.08709;0.017768;1.60E-07;1;0
904;3.73E-05;0.05863;0.02197;1.04E-07;0;0
905;2.95E-05;0.04705;0.020787;8.40E-08;1;0
906;3.14E-05;0.04535;0.02295;9.17E-08;1;0
907;3.39E-05;0.06008;0.028502;9.79E-08;1;0
908;3.12E-05;0.04634;0.020611;9.22E-08;1;0
909;3.25E-05;0.04849;0.020588;9.74E-08;1;0
910;4.02E-05;0.06423;0.023062;1.17E-07;1;0
911;3.53E-05;0.05242;0.017089;1.01E-07;1;0
912;3.16E-05;0.04493;0.015905;8.97E-08;1;0
913;3.42E-05;0.04966;0.015401;9.59E-08;1;0
914;4.06E-05;0.05206;0.0135;1.11E-07;1;0
915;;;;;;
916;4.40E-05;0.08505;0.022933;1.25E-07;1;0
917;4.06E-05;0.07107;0.026986;1.19E-07;0;0
918;4.88E-05;0.08729;0.030107;1.41E-07;0;0
919;5.93E-05;0.09707;0.024659;1.72E-07;0;0
920;5.54E-05;0.07515;0.020561;1.63E-07;0;0
921;4.88E-05;0.08499;0.017237;1.40E-07;0;0
922;4.53E-05;0.06919;0.012982;1.34E-07;0;0
923;5.01E-05;0.08591;0.017436;1.45E-07;0;0
924;5.36E-05;0.06311;0.010604;1.59E-07;0;0
925;4.63E-05;0.09821;0.017968;1.37E-07;0;0
926;5.58E-05;0.08056;0.018238;1.65E-07;0;0
927;0.000111823;0.11201;0.020481;3.27E-07;0;0
928;6.31E-05;0.079;0.012823;1.86E-07;0;0
929;6.96E-05;0.11046;0.017036;2.04E-07;0;0
930;4.89E-05;0.08676;0.017566;1.42E-07;0;0
931;5.91E-05;0.07679;0.021763;1.59E-07;0;0
932;4.69E-05;0.08078;0.026507;1.20E-07;0;0
933;5.18E-05;0.06686;0.029567;1.53E-07;0;0
934;4.84E-05;0.08208;0.027274;1.41E-07;0;0
935;4.30E-05;0.05231;0.023154;1.25E-07;0;0
936;7.01E-05;0.08562;0.027415;1.95E-07;0;0
937;;;;;;
938;2.89E-05;0.04092;0.010284;7.63E-08;0;0
939;1.80E-05;0.04205;0.011337;5.16E-08;0;0
940;2.08E-05;0.0389;0.006276;4.71E-08;0;0
941;1.62E-05;0.03959;0.005205;4.73E-08;0;0
942;1.27E-05;0.03822;0.006811;3.59E-08;0;0
943;1.12E-05;0.03276;0.006491;3.34E-08;0;0
944;;;;;;
945;5.08E-05;0.06635;0.013825;1.46E-07;0;0
946;4.44E-05;0.06958;0.012077;1.32E-07;0;0
947;4.39E-05;0.06574;0.009344;1.29E-07;0;0
948;4.34E-05;0.06435;0.01221;1.26E-07;0;0
949;3.98E-05;0.0608;0.012471;1.17E-07;0;0
950;2.92E-05;0.06582;0.011967;8.55E-08;0;0
951;5.15E-05;0.06354;0.013442;1.52E-07;0;0
952;4.65E-05;0.07029;0.013495;1.36E-07;0;0
953;;;;;;
954;7.09E-06;0.02664;0.009627;1.90E-08;0;0
955;1.12E-05;0.03161;0.010578;3.24E-08;0;1
956;1.22E-05;0.03257;0.007959;3.61E-08;0;1
957;1.01E-05;0.03168;0.007323;2.89E-08;0;0
958;9.64E-06;0.0319;0.006679;2.87E-08;0;0
959;1.37E-05;0.03095;0.00692;3.95E-08;0;0
960;;;;;;
961;1.39E-05;0.04093;0.01108;4.11E-08;0;0
962;5.16E-05;0.0584;0.017904;1.52E-07;0;1
963;2.53E-05;0.04241;0.013899;7.54E-08;0;0
964;2.48E-05;0.05032;0.015386;7.28E-08;0;0
965;2.10E-05;0.04577;0.012508;6.19E-08;0;0
966;3.05E-05;0.04711;0.013143;9.07E-08;0;0
967;;;;;;
968;3.59E-05;0.05716;0.019743;8.49E-08;0;1
969;5.51E-05;0.06871;0.021195;1.48E-07;0;1
970;3.82E-05;0.07437;0.011863;1.09E-07;0;1
971;3.18E-05;0.06184;0.011804;9.34E-08;0;1
972;3.16E-05;0.05689;0.011788;9.18E-08;0;1
973;4.30E-05;0.05684;0.013529;1.26E-07;0;0
974;;;;;;
975;7.96E-06;0.02328;0.005206;1.19E-08;0;0
976;1.46E-05;0.02986;0.003532;3.18E-08;0;0
977;8.88E-06;0.02869;0.005044;2.37E-08;0;0
978;7.69E-06;0.02638;0.006912;2.17E-08;0;0
979;6.38E-06;0.0253;0.00843;1.88E-08;0;0
980;6.80E-06;0.02406;0.007631;1.90E-08;0;0
981;;;;;;
982;1.77E-05;0.04229;0.006983;4.43E-08;0;0
983;2.30E-05;0.04262;0.006462;6.44E-08;0;0
984;2.46E-05;0.04363;0.009389;5.82E-08;0;0
985;1.88E-05;0.04421;0.016773;5.35E-08;0;0
986;1.73E-05;0.04529;0.014911;5.08E-08;0;0
987;1.49E-05;0.04543;0.010869;4.35E-08;0;0
988;1.03E-05;0.01716;0.003572;3.26E-08;0;0
989;;;;;;
990;3.39E-05;0.04843;0.01683;9.34E-08;0;0
991;4.28E-05;0.05939;0.019492;1.27E-07;0;1
992;3.58E-05;0.05767;0.014007;1.04E-07;0;1
993;4.05E-05;0.0675;0.012789;1.19E-07;0;1
994;2.81E-05;0.06135;0.012916;8.38E-08;0;1
995;2.49E-05;0.05714;0.012477;7.32E-08;0;1
996;;;;;;
997;1.24E-05;0.03386;0.007941;3.63E-08;0;0
998;1.21E-05;0.03075;0.008623;3.61E-08;0;1
999;9.52E-06;0.03303;0.008136;2.76E-08;0;0
1000;6.90E-06;0.02916;0.007474;2.04E-08;0;0
1001;1.12E-05;0.03059;0.008378;3.33E-08;0;0
1002;;;;;;
1003;6.03E-05;0.06757;0.01546;1.38E-07;0;0
1004;4.68E-05;0.06323;0.019021;9.42E-08;0;1
1005;2.03E-05;0.04748;0.017301;5.58E-08;0;0
1006;1.55E-05;0.03856;0.01321;4.12E-08;0;0
1007;3.93E-05;0.05272;0.014001;1.15E-07;0;0
1008;;;;;;
1009;5.86E-05;0.06204;0.016054;1.68E-07;0;0
1010;5.06E-05;0.06336;0.015856;1.47E-07;0;0
